,V1,V2,V3,V4,V6,V7,V8,V9,V10,V11,V12,V5_2,V5_3,V5_4,V5_5,V5_6,V5_7,V5_8,V5_1_1,V5_1_2,OTU.ID
1549,OTU2459,407,1,407,1883,578,989,100,412,5.82e-114,85.096,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Fractovitellida,f:Schizoplasmodiidae,g:Ceratiomyxella,s:Ceratiomyxella_tahitiensis,FJ544419.1.1883_U;tax,k:Eukaryota,OTU2459.p:Evosea-Evosea_X.g:Ceratiomyxella
1550,OTU2460,344,132,344,1579,587,806,62,167,4.18e-40,80.995,d:TSAR,p:Alveolata-Ciliophora,c:Karyorelictea,o:Karyorelictea_X,f:Trachelocercidae,g:Apotrachelocerca,s:Apotrachelocerca_arenicola,JF800908.1.1579_U;tax,k:Eukaryota,OTU2460.p:Alveolata-Ciliophora.g:Apotrachelocerca
1551,OTU2461,404,1,404,1801,576,981,100,538,9.13e-152,90.64,d:TSAR,p:Rhizaria-Cercozoa,c:Endomyxa,o:Vampyrellida,f:Thalassomyxa-lineage,g:Thalassomyxa,s:Thalassomyxa_sp,KC779515.1.1801_U;tax,k:Eukaryota,OTU2461.p:Rhizaria-Cercozoa.g:Thalassomyxa
1552,OTU2462,385,1,385,1766,577,961,100,612,5.04e-174,95.325,d:TSAR,p:Alveolata-Ciliophora,c:Nassophorea,o:Nassophorea_X,f:Colpodidiidae,g:Colpodidiidae_X,s:Colpodidiidae_X_sp,EU264561.1.1766_U;tax,k:Eukaryota,OTU2462.p:Alveolata-Ciliophora.g:Colpodidiidae_X
1553,OTU2464,414,1,413,676,160,573,99,514,1.58e-144,89.26,d:TSAR,p:Stramenopiles-Bigyra,c:Sagenista,o:Labyrinthulomycetes,f:Amphifilaceae,g:Amphifilaceae_X,s:Amphifilaceae_X_sp,AB572139.1.676_U;tax,k:Eukaryota,OTU2464.p:Stramenopiles-Bigyra.g:Amphifilaceae_X
1554,OTU2466,395,1,395,1637,535,929,100,658,0,96.709,d:Obazoa,p:Opisthokonta-Ichthyosporea,c:Ichthyophonida,o:Ichthyophonida_X,f:Ichthyophonida_XX,g:Ichthyophonida_XXX,s:Ichthyophonida_XXX_sp,KC486775.1.1637_U;tax,k:Eukaryota,OTU2466.p:Opisthokonta-Ichthyosporea.g:Ichthyophonida_XXX
1555,OTU2467,379,1,379,1649,528,906,100,307,2.62e-82,81.606,d:TSAR,p:Stramenopiles-Bigyra,c:Bicoecea,o:Pseudodendromonadales,f:Pseudodendromonadales_X,g:Pseudodendromonadales_XX,s:Pseudodendromonadales_XX_sp,AB622310.1.1649_U;tax,k:Eukaryota,OTU2467.p:Stramenopiles-Bigyra.g:Pseudodendromonadales_XX
1556,OTU2468,407,1,407,1493,497,903,100,736,0,99.263,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Glissomonadida,f:Sandonidae,g:Sandonidae_X,s:Sandonidae_X_sp,EU709210.7.1499_U;tax,k:Eukaryota,OTU2468.p:Rhizaria-Cercozoa.g:Sandonidae_X
1557,OTU2469,385,1,385,1774,577,961,100,584,1.1e-165,94.041,d:Obazoa,p:Breviatea-Breviatea_X,c:Breviatea_XX,o:Breviatea_XXX,f:Breviata-lineage,g:Breviata-lineage_X,s:Breviata-lineage_X_sp,AM114802.1.1774_U;tax,k:Eukaryota,OTU2469.p:Breviatea-Breviatea_X.g:Breviata-lineage_X
1558,OTU2473,419,303,419,799,319,435,39,150,5.2e-35,89.744,d:Excavata,p:Discoba-Discoba_X,c:Discoba_XX,o:Jakobida,f:Stygiellidae,g:Stygiellidae_STYG1,s:Stygiellidae_STYG1_sp,FJ153626.1.799_U;tax,k:Eukaryota,OTU2473.p:Discoba-Discoba_X.g:Stygiellidae_STYG1
1559,OTU2474,392,1,392,1758,575,966,100,719,0,99.745,d:TSAR,p:Alveolata-Ciliophora,c:Spirotrichea,o:Hypotrichia,f:Urostylidae,g:Urostyla,s:Urostyla_sp,LASQ02014678.1830.3587_U;tax,k:Eukaryota,OTU2474.p:Alveolata-Ciliophora.g:Urostyla
1560,OTU2475,414,32,411,1024,24,401,92,490,2.66e-137,90.078,d:Amoebozoa,p:Amoebozoa_X-Amoebozoa_XX,c:Lobosa-G1,o:Lobosa-G1_X,f:Lobosa-G1_XX,g:Lobosa-G1_XXX,s:Lobosa-G1_XXX_sp,FN562424.1.1024_U;tax,k:Eukaryota,OTU2475.p:Amoebozoa_X-Amoebozoa_XX.g:Lobosa-G1_XXX
1561,OTU2482,392,1,392,1629,543,943,100,632,3.94e-180,95.511,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Thecofilosea,o:Cryomonadida,f:Rhogostoma-lineage,g:Rhogostoma,s:Rhogostoma_kappa,MN860275.1.1629_U;tax,k:Eukaryota,OTU2482.p:Rhizaria-Cercozoa.g:Rhogostoma
1562,OTU2483,410,1,410,1605,531,925,100,455,9.61e-127,87.348,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Nolandellidae,g:Nolandellidae_X,s:Nolandellidae_X_sp,AF372795.1.1605_U;tax,k:Eukaryota,OTU2483.p:Tubulinea-Tubulinea_X.g:Nolandellidae_X
1563,OTU2485,404,1,404,1804,583,993,100,569,3.24e-161,91.99,d:TSAR,p:Stramenopiles-Gyrista,c:Peronosporomycetes,o:Peronosporomycetes_X,f:Leptomitales,g:Leptomitales_X,s:Leptomitales_X_sp,EF023464.1.1804_U;tax,k:Eukaryota,OTU2485.p:Stramenopiles-Gyrista.g:Leptomitales_X
1564,OTU2488,394,1,394,806,98,490,100,472,9.14e-132,88.5,d:TSAR,p:Alveolata-Perkinsea,c:Perkinsida,o:Perkinsida_X,f:Perkinsida_XX,g:Perkinsida_XXX,s:Perkinsida_XXX_sp,KP122550.1.806_U;tax,k:Eukaryota,OTU2488.p:Alveolata-Perkinsea.g:Perkinsida_XXX
1565,OTU2490,404,1,404,1735,550,945,100,429,5.73e-119,86.173,d:Obazoa,p:Opisthokonta-Choanoflagellata,c:Choanoflagellatea,o:Craspedida,f:Monosigidae_Group_A,g:Monosiga,s:Monosiga_brevicollis,KF130382.1.1735_U;tax,k:Eukaryota,OTU2490.p:Opisthokonta-Choanoflagellata.g:Monosiga
1566,OTU2501,431,1,431,1849,592,1020,100,496,5.95e-139,87.615,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Echinamoebida,o:Echinamoebida_X,f:Echinamoebidae,g:Echinamoeba,s:Echinamoeba_thermarum,AJ489261.1.1849_U;tax,k:Eukaryota,OTU2501.p:Tubulinea-Tubulinea_X.g:Echinamoeba
1567,OTU2502,397,1,397,1751,569,964,100,588,8.77e-167,93.467,d:Obazoa,p:Opisthokonta-Pluriformea,c:Pluriformea_X,o:Pluriformea_XX,f:Pluriformea_XXX,g:Syssomonas,s:Syssomonas_multiformis,MF190551.1.1751_U;tax,k:Eukaryota,OTU2502.p:Opisthokonta-Pluriformea.g:Syssomonas
1568,OTU2504,396,1,396,810,98,493,100,649,0,96.212,d:TSAR,p:Alveolata-Perkinsea,c:Perkinsida,o:Perkinsida_X,f:Perkinsida_XX,g:Perkinsida_XXX,s:Perkinsida_XXX_sp,KP122521.1.810_U;tax,k:Eukaryota,OTU2504.p:Alveolata-Perkinsea.g:Perkinsida_XXX
1569,OTU2505,387,1,387,1792,581,977,100,492,6.88e-138,89.474,d:Obazoa,p:Opisthokonta-Filasterea,c:Filasterea_X,o:Filasterea_XX,f:Filasterea_XXX,g:Pigoraptor,s:Pigoraptor_chileana,MF190553.1.1792_U;tax,k:Eukaryota,OTU2505.p:Opisthokonta-Filasterea.g:Pigoraptor
1570,OTU2506,406,170,406,1743,718,953,71,198,1.77e-49,82.083,d:TSAR,p:Telonemia-Telonemia_X,c:Telonemia_XX,o:Telonemia_XXX,f:Telonemia-Group-2,g:Telonemia-Group-2_X,s:Telonemia-Group-2_X_sp,EU371332.1.1743_U;tax,k:Eukaryota,OTU2506.p:Telonemia-Telonemia_X.g:Telonemia-Group-2_X
1571,OTU2507,409,1,409,1804,549,951,100,479,5.69e-134,88.107,d:Archaeplastida,p:Rhodophyta-Rhodophyta_X,c:Bangiophyceae,o:Cyanidiales,f:Cyanidiales_X,g:Cyanidiales_XX,s:Cyanidiales_XX_sp,AB695473.1.1804_U;tax,k:Eukaryota,OTU2507.p:Rhodophyta-Rhodophyta_X.g:Cyanidiales_XX
1572,OTU2508,390,1,390,847,32,433,100,571,8.67e-162,92.786,d:TSAR,p:Stramenopiles-Bigyra,c:Bicoecea,o:Pseudodendromonadales,f:Pseudodendromonadales_X,g:Pseudodendromonadales_XX,s:Pseudodendromonadales_XX_sp,DQ104588.1.847_U;tax,k:Eukaryota,OTU2508.p:Stramenopiles-Bigyra.g:Pseudodendromonadales_XX
1573,OTU2509,408,1,408,1804,549,951,100,516,4.32e-145,89.781,d:Archaeplastida,p:Rhodophyta-Rhodophyta_X,c:Bangiophyceae,o:Cyanidiales,f:Cyanidiales_X,g:Cyanidiales_XX,s:Cyanidiales_XX_sp,AB695473.1.1804_U;tax,k:Eukaryota,OTU2509.p:Rhodophyta-Rhodophyta_X.g:Cyanidiales_XX
1574,OTU2510,394,149,394,1791,735,974,62,233,4.7e-60,84.146,d:Archaeplastida,p:Rhodophyta-Rhodophyta_X,c:Compsopogonophyceae,o:Erythropeltidales,f:Erythropeltidales_X,g:Erythrocladia,s:Erythrocladia_sp,L26188.3.1793_U;tax,k:Eukaryota,OTU2510.p:Rhodophyta-Rhodophyta_X.g:Erythrocladia
1575,OTU2511,404,1,404,1565,489,895,100,377,2.11e-103,83.698,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Leptomyxida,f:Leptomyxidae,g:Leptomyxa,s:Leptomyxa_regia,OM914643.1.1565_U;tax,k:Eukaryota,OTU2511.p:Tubulinea-Tubulinea_X.g:Leptomyxa
1576,OTU2513,419,1,419,1544,366,773,100,531,1.59e-149,90.141,d:Obazoa,p:Opisthokonta-Choanoflagellata,c:Choanoflagellatea,o:Craspedida,f:Salpingoecidae_Group_C1,g:Salpingoecidae_Group_C1_X,s:Salpingoecidae_Group_C1_X_sp,GU647193.1.1544_U;tax,k:Eukaryota,OTU2513.p:Opisthokonta-Choanoflagellata.g:Salpingoecidae_Group_C1_X
1577,OTU2514,410,1,410,1793,556,965,100,680,0,96.585,d:TSAR,p:Stramenopiles-Gyrista,c:Peronosporomycetes,o:Peronosporomycetes_X,f:Peronosporales,g:Pythium,s:Pythium_senticosum,HQ643773.1.1793_U;tax,k:Eukaryota,OTU2514.p:Stramenopiles-Gyrista.g:Pythium
1578,OTU2516,413,1,413,1664,498,903,100,479,5.75e-134,88.01,d:Excavata,p:Metamonada-Preaxostyla,c:Preaxostyla_X,o:Preaxostyla_XX,f:Paramastigidae,g:Paratrimastix,s:Paratrimastix_pyriformis,KT388046.1.1664_U;tax,k:Eukaryota,OTU2516.p:Metamonada-Preaxostyla.g:Paratrimastix
1579,OTU2517,422,1,422,1766,579,1000,100,774,0,99.763,d:TSAR,p:Stramenopiles-Gyrista,c:Xanthophyceae,o:Xanthophyceae_X,f:Xanthophyceae_XX,g:Tribonema,s:Tribonema_sp,KF791558.1.1766_U;tax,k:Eukaryota,OTU2517.p:Stramenopiles-Gyrista.g:Tribonema
1580,OTU2519,423,1,423,1882,579,1013,100,377,2.21e-103,83.108,d:Amoebozoa,p:Discosea-Discosea_X,c:Centramoebia,o:Acanthopodida,f:Acanthamoebidae,g:Acanthamoeba,s:Acanthamoeba_sp,AB505484.1.1882_U;tax,k:Eukaryota,OTU2519.p:Discosea-Discosea_X.g:Acanthamoeba
1581,OTU2520,416,1,415,676,160,573,99,472,9.69e-132,87.411,d:TSAR,p:Stramenopiles-Bigyra,c:Sagenista,o:Labyrinthulomycetes,f:Amphifilaceae,g:Amphifilaceae_X,s:Amphifilaceae_X_sp,AB572139.1.676_U;tax,k:Eukaryota,OTU2520.p:Stramenopiles-Bigyra.g:Amphifilaceae_X
1582,OTU2521,406,1,406,599,1,401,100,263,6.19e-69,79.036,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Vermamoebidae,g:Vermamoeba,s:Vermamoeba_vermiformis,OP297004.1.599_U;tax,k:Eukaryota,OTU2521.p:Tubulinea-Tubulinea_X.g:Vermamoeba
1583,OTU2522,415,1,415,1455,553,958,100,287,3.76e-76,79.81,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Flamellidae,f:Flamella-lineage,g:Flamella,s:Flamella_pleistocenica,KP219431.1.1455_U;tax,k:Eukaryota,OTU2522.p:Evosea-Evosea_X.g:Flamella
1584,OTU2523,327,1,326,1545,486,811,99,597,1.18e-169,99.693,d:TSAR,p:Alveolata-Ciliophora,c:Litostomatea,o:Haptoria_4,f:Didiniidae,g:Didiniidae_X,s:Didiniidae_X_sp,KJ925506.1.1545_U;tax,k:Eukaryota,OTU2523.p:Alveolata-Ciliophora.g:Didiniidae_X
1585,OTU2524,417,1,416,676,160,573,99,446,5.89e-124,86.256,d:TSAR,p:Stramenopiles-Bigyra,c:Sagenista,o:Labyrinthulomycetes,f:Amphifilaceae,g:Amphifilaceae_X,s:Amphifilaceae_X_sp,AB572139.1.676_U;tax,k:Eukaryota,OTU2524.p:Stramenopiles-Bigyra.g:Amphifilaceae_X
1586,OTU2525,434,195,434,1210,177,414,68,171,4.13e-41,79.752,d:TSAR,p:Stramenopiles-Gyrista,c:Gyrista_X,o:Gyrista_XX,f:MAST-1,g:MAST-1A,s:MAST-1A_sp,GU823551.1.1210_U;tax,k:Eukaryota,OTU2525.p:Stramenopiles-Gyrista.g:MAST-1A
1587,OTU2528,393,1,393,1773,578,971,100,643,0,96.193,d:TSAR,p:Alveolata-Ciliophora,c:Spirotrichea,o:Hypotrichia,f:Oxytrichidae,g:Orthamphisiella,s:Orthamphisiella_breviseries,AY498654.1.1773_U;tax,k:Eukaryota,OTU2528.p:Alveolata-Ciliophora.g:Orthamphisiella
1588,OTU2529,406,1,406,1115,490,892,100,425,7.46e-118,85.819,d:TSAR,p:Rhizaria-Cercozoa,c:Endomyxa,o:Vampyrellida,f:Vampyrellidae,g:Vampyrella,s:Vampyrella_sp,EU567262.1.1115_U;tax,k:Eukaryota,OTU2529.p:Rhizaria-Cercozoa.g:Vampyrella
1589,OTU2531,404,1,404,1702,495,899,100,464,1.57e-129,87.591,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Echinamoebida,o:Echinamoebida_X,f:Echinamoebidae,g:Echinamoeba,s:Echinamoeba_sp,AB520727.1.1702_U;tax,k:Eukaryota,OTU2531.p:Tubulinea-Tubulinea_X.g:Echinamoeba
1590,OTU2532,413,1,413,1285,204,616,100,597,1.52e-169,92.736,d:TSAR,p:Rhizaria-Cercozoa,c:Endomyxa,o:Vampyrellida,f:Penardia-lineage,g:Penardia-lineage_X,s:Penardia-lineage_X_sp,AF372743.1.1285_U;tax,k:Eukaryota,OTU2532.p:Rhizaria-Cercozoa.g:Penardia-lineage_X
1591,OTU2533,393,1,393,1635,516,905,100,623,2.38e-177,95.42,d:TSAR,p:Alveolata-Ciliophora,c:Colpodea,o:Colpodea_X,f:Colpodida,g:Colpoda,s:Colpoda_sp,MT001201.1.1635_U;tax,k:Eukaryota,OTU2533.p:Alveolata-Ciliophora.g:Colpoda
1592,OTU2534,407,1,407,1467,474,881,100,726,0,98.775,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Glissomonadida,f:Sandonidae,g:Sandonidae_X,s:Sandonidae_X_sp,EU709212.31.1497_U;tax,k:Eukaryota,OTU2534.p:Rhizaria-Cercozoa.g:Sandonidae_X
1593,OTU2535,401,1,401,1803,586,983,100,521,9.12e-147,90.299,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Cercomonadida,f:Paracercomonadidae,g:Paracercomonas,s:Paracercomonas_sp,AM114800.1.1803_U;tax,k:Eukaryota,OTU2535.p:Rhizaria-Cercozoa.g:Paracercomonas
1594,OTU2537,386,1,386,1824,608,988,100,536,3.13e-151,92.01,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Nolandellidae,g:Nolandellidae_X,s:Nolandellidae_X_sp,EF023499.1.1824_U;tax,k:Eukaryota,OTU2537.p:Tubulinea-Tubulinea_X.g:Nolandellidae_X
1595,OTU2538,426,1,426,1882,579,1013,100,368,1.34e-100,82.619,d:Amoebozoa,p:Discosea-Discosea_X,c:Centramoebia,o:Acanthopodida,f:Acanthamoebidae,g:Acanthamoeba,s:Acanthamoeba_sp,AB505484.1.1882_U;tax,k:Eukaryota,OTU2538.p:Discosea-Discosea_X.g:Acanthamoeba
1596,OTU2540,408,1,408,1583,506,912,100,652,0,95.61,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Glissomonadida,f:Sandonidae,g:Sandonidae_X,s:Sandonidae_X_sp,EU709205.1.1583_U;tax,k:Eukaryota,OTU2540.p:Rhizaria-Cercozoa.g:Sandonidae_X
1597,OTU2541,391,1,391,1737,561,951,100,656,0,96.931,d:TSAR,p:Alveolata-Ciliophora,c:Colpodea,o:Colpodea_X,f:Colpodida,g:Colpodida_X,s:Colpodida_X_sp,JF747216.1.1737_U;tax,k:Eukaryota,OTU2541.p:Alveolata-Ciliophora.g:Colpodida_X
1598,OTU2544,415,1,414,676,160,573,99,632,4.19e-180,94.231,d:TSAR,p:Stramenopiles-Bigyra,c:Sagenista,o:Labyrinthulomycetes,f:Amphifilaceae,g:Amphifilaceae_X,s:Amphifilaceae_X_sp,AB572139.1.676_U;tax,k:Eukaryota,OTU2544.p:Stramenopiles-Bigyra.g:Amphifilaceae_X
1599,OTU2552,421,1,421,1886,594,1000,100,300,4.9e-80,80.328,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Hartmannellidae,g:Copromyxa,s:Copromyxa_protea,JQ271677.1.1886_U;tax,k:Eukaryota,OTU2552.p:Tubulinea-Tubulinea_X.g:Copromyxa
1600,OTU2555,397,1,397,683,167,563,100,628,5.17e-179,95.238,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Chlorophyceae,o:Chlamydomonadales,f:Chlamydomonadales_X,g:Chlorococcum,s:Chlorococcum_oleofaciens,MT921629.1.683_U;tax,k:Eukaryota,OTU2555.p:Chlorophyta-Chlorophyta_X.g:Chlorococcum
1601,OTU2558,397,152,397,2888,1819,2064,78,350,4.51e-95,92.276,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Arcellinida,f:Phryganellina,g:Phryganella,s:Phryganella_paradoxa,MF497374.1.2888_U;tax,k:Eukaryota,OTU2558.p:Tubulinea-Tubulinea_X.g:Phryganella
1602,OTU2559,403,1,403,1071,503,909,100,549,4.21e-155,91.176,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Cercomonadida,f:Cercomonadidae,g:Eocercomonas,s:Eocercomonas_ramosa,AY884327.1.1071_U;tax,k:Eukaryota,OTU2559.p:Rhizaria-Cercozoa.g:Eocercomonas
1603,OTU2560,405,1,405,1015,487,884,100,553,3.27e-156,91.667,d:Obazoa,p:Opisthokonta-Choanoflagellata,c:Choanoflagellatea,o:Craspedida,f:Monosigidae_Group_O,g:Monosigidae_Group_O_X,s:Monosigidae_Group_O_X_sp,JN825671.1.1015_U;tax,k:Eukaryota,OTU2560.p:Opisthokonta-Choanoflagellata.g:Monosigidae_Group_O_X
1604,OTU2562,395,1,395,1770,564,957,100,689,0,98.228,d:TSAR,p:Stramenopiles-Bigyra,c:Bicoecea,o:Bicoecea_X,f:Bicoecea_XX,g:Bicoecea_XXX,s:Bicoecea_XXX_sp,GU170214.1.1770_U;tax,k:Eukaryota,OTU2562.p:Stramenopiles-Bigyra.g:Bicoecea_XXX
1605,OTU2563,401,2,401,1710,532,929,99,206,1.04e-51,76.585,d:Archaeplastida,p:Picozoa-Picozoa_X,c:Picozoa_XX,o:Picozoa_XXX,f:Picozoa_XXXX,g:Picozoa_XXXXX,s:Picozoa_XXXXX_sp,KC488342.1.1710_U;tax,k:Eukaryota,OTU2563.p:Picozoa-Picozoa_X.g:Picozoa_XXXXX
1606,OTU2564,396,1,396,1884,590,988,100,645,0,96,d:TSAR,p:Stramenopiles-Bigyra,c:Bicoecea,o:Bicoecales,f:Bicoecaceae,g:Bicoecaceae_X,s:Bicoecaceae_X_sp,EF023669.1.1884_U;tax,k:Eukaryota,OTU2564.p:Stramenopiles-Bigyra.g:Bicoecaceae_X
1607,OTU2565,407,1,407,1813,585,991,100,741,0,99.509,d:TSAR,p:Rhizaria-Cercozoa,c:Endomyxa,o:Vampyrellida,f:Leptophryidae,g:Vernalophrys,s:Vernalophrys_algivore,KY852454.1.1813_U;tax,k:Eukaryota,OTU2565.p:Rhizaria-Cercozoa.g:Vernalophrys
1608,OTU2566,411,1,411,1677,590,996,100,545,5.56e-154,90.821,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Leptomyxida,f:Leptomyxidae,g:Leptomyxa,s:Leptomyxa_neglecta,KT945251.1.1677_U;tax,k:Eukaryota,OTU2566.p:Tubulinea-Tubulinea_X.g:Leptomyxa
1609,OTU2568,408,1,408,1850,548,961,100,532,4.29e-150,90.12,d:Archaeplastida,p:Rhodophyta-Rhodophyta_X,c:Rhodophyta_XX,o:Rhodophyta_XXX,f:Rhodophyta_XXXX,g:Rhodophyta_XXXXX,s:Rhodophyta_XXXXX_sp,AB695474.1.1850_U;tax,k:Eukaryota,OTU2568.p:Rhodophyta-Rhodophyta_X.g:Rhodophyta_XXXXX
1610,OTU2570,386,1,386,1068,24,409,100,614,1.4e-174,95.361,d:TSAR,p:Alveolata-Ciliophora,c:Colpodea,o:Colpodea_X,f:Cyrtolophosidida,g:Cyrtolophosidida_X,s:Cyrtolophosidida_X_sp,FJ592470.1.1068_U;tax,k:Eukaryota,OTU2570.p:Alveolata-Ciliophora.g:Cyrtolophosidida_X
1611,OTU2571,368,246,368,1714,735,857,33,211,2.05e-53,97.561,d:Archaeplastida,p:Rhodophyta-Rhodophyta_X,c:Bangiophyceae,o:Cyanidiales,f:Cyanidiales_X,g:Cyanidiales_XX,s:Cyanidiales_XX_sp,KP864083.1.1714_U;tax,k:Eukaryota,OTU2571.p:Rhodophyta-Rhodophyta_X.g:Cyanidiales_XX
1612,OTU2572,432,184,432,1330,231,485,70,322,1.07e-86,89.844,d:Amoebozoa,p:Discosea-Discosea_X,c:Centramoebia,o:Acanthopodida,f:Acanthamoebidae,g:Acanthamoebidae_X,s:Acanthamoebidae_X_sp,FN867472.1.1330_U;tax,k:Eukaryota,OTU2572.p:Discosea-Discosea_X.g:Acanthamoebidae_X
1613,OTU2573,418,1,417,676,160,573,99,556,2.61e-157,90.974,d:TSAR,p:Stramenopiles-Bigyra,c:Sagenista,o:Labyrinthulomycetes,f:Amphifilaceae,g:Amphifilaceae_X,s:Amphifilaceae_X_sp,AB572139.1.676_U;tax,k:Eukaryota,OTU2573.p:Stramenopiles-Bigyra.g:Amphifilaceae_X
1614,OTU2575,414,170,414,1783,727,967,59,206,1.08e-51,82.186,d:TSAR,p:Stramenopiles-Gyrista,c:Mediophyceae,o:Thalassiosirales,f:Skeletonemaceae,g:Skeletonema,s:Skeletonema_sp,EU371204.1.1783_U;tax,k:Eukaryota,OTU2575.p:Stramenopiles-Gyrista.g:Skeletonema
1615,OTU2579,417,1,417,1686,523,939,100,510,2.06e-143,88.836,d:TSAR,p:Stramenopiles-Bigyra,c:Sagenista,o:Labyrinthulomycetes,f:Amphifilaceae,g:Amphifilaceae_X,s:Amphifilaceae_X_sp,AB721069.1.1686_U;tax,k:Eukaryota,OTU2579.p:Stramenopiles-Bigyra.g:Amphifilaceae_X
1616,OTU2580,408,1,408,1266,568,975,100,610,1.93e-173,93.627,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Imbricatea,o:Euglyphida,f:Euglyphida_X,g:Euglyphida_XX,s:Euglyphida_XX_sp,AY620296.1.1266_U;tax,k:Eukaryota,OTU2580.p:Rhizaria-Cercozoa.g:Euglyphida_XX
1617,OTU2582,413,1,413,1841,551,955,100,573,2.56e-162,92.048,d:Archaeplastida,p:Rhodophyta-Rhodophyta_X,c:Bangiophyceae,o:Cyanidiales,f:Cyanidiales_X,g:Cyanidiales_XX,s:Cyanidiales_XX_sp,AB695530.1.1841_U;tax,k:Eukaryota,OTU2582.p:Rhodophyta-Rhodophyta_X.g:Cyanidiales_XX
1618,OTU2583,398,1,398,1802,552,949,100,641,0,95.729,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Variosea_X,f:Filamoebidae,g:Filamoeba,s:Filamoeba_sp,AB425944.1.1802_U;tax,k:Eukaryota,OTU2583.p:Evosea-Evosea_X.g:Filamoeba
1619,OTU2584,442,1,442,1825,588,1024,100,573,2.75e-162,90.293,d:Amoebozoa,p:Evosea-Eumycetozoa,c:Myxogastria_Fuscisporidia,o:Physarida,f:Didymiidae,g:Didymium,s:Didymium_iridis,AJ938149.1.1825_U;tax,k:Eukaryota,OTU2584.p:Evosea-Eumycetozoa.g:Didymium
1620,OTU2585,394,1,394,1670,537,928,100,660,0,96.962,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Chlorophyceae,o:Chlamydomonadales,f:Chlamydomonadales_X,g:Chlamydomonadales_XX,s:Chlamydomonadales_XX_sp,AB771809.1.1670_U;tax,k:Eukaryota,OTU2585.p:Chlorophyta-Chlorophyta_X.g:Chlamydomonadales_XX
1621,OTU2587,400,1,400,1049,5,404,100,612,5.25e-174,94.264,d:TSAR,p:Stramenopiles-Gyrista,c:Chrysophyceae,o:Ochromonadales,f:Ochromonadales_X,g:Ochromonadales_XX,s:Ochromonadales_XX_sp,FJ355238.1.1049_U;tax,k:Eukaryota,OTU2587.p:Stramenopiles-Gyrista.g:Ochromonadales_XX
1622,OTU2588,401,1,401,1801,576,981,100,562,5.37e-159,91.872,d:TSAR,p:Rhizaria-Cercozoa,c:Endomyxa,o:Vampyrellida,f:Thalassomyxa-lineage,g:Thalassomyxa,s:Thalassomyxa_sp,KC779515.1.1801_U;tax,k:Eukaryota,OTU2588.p:Rhizaria-Cercozoa.g:Thalassomyxa
1623,OTU2597,413,1,413,1738,550,963,100,536,3.36e-151,90.238,d:TSAR,p:Stramenopiles-Bigyra,c:Sagenista,o:Labyrinthulomycetes,f:Amphifilaceae,g:Fibrophrys,s:Fibrophrys_sp,AY919705.1.1738_U;tax,k:Eukaryota,OTU2597.p:Stramenopiles-Bigyra.g:Fibrophrys
1624,OTU2598,406,164,406,1078,172,413,74,237,3.75e-61,84.553,d:TSAR,p:Stramenopiles-Gyrista,c:Gyrista_X,o:Gyrista_XX,f:MAST-1,g:MAST-1D,s:MAST-1D_sp,GU823631.1.1078_U;tax,k:Eukaryota,OTU2598.p:Stramenopiles-Gyrista.g:MAST-1D
1625,OTU2600,412,1,412,1808,589,995,100,584,1.18e-165,92.494,d:TSAR,p:Rhizaria-Cercozoa,c:Cercozoa_X,o:Cercozoa_XX,f:Cercozoa_XXX,g:Cercozoa_XXXX,s:Cercozoa_XXXX_sp,EF024287.1.1808_U;tax,k:Eukaryota,OTU2600.p:Rhizaria-Cercozoa.g:Cercozoa_XXXX
