,V5_4,V1,V2,V3,V4,V6,V7,V8,V9,V10,V11,V12,V5_1,V5_2,V5_3,kingdom,phylum,class,order,family,genus,species,OTU.ID
647,LT981707,OTU27,312,23,312,498,1,290,93,409,2.96e-114,92.069,gi,MOA36620,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU27.g__Paraglomus
648,LT981707,OTU157,311,23,311,498,1,290,93,418,4.89e-117,92.759,gi,MOA36620,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU157.g__Paraglomus
649,LT981707,OTU278,311,23,311,498,1,290,93,390,1.07e-108,91.034,gi,MOA36620,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU278.g__Paraglomus
650,LT981707,OTU488,309,23,309,498,1,290,93,344,8.37e-95,88.276,gi,MOA36620,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU488.g__Paraglomus
651,LT981707,OTU584,312,23,312,498,1,290,93,453,1.35e-127,94.828,gi,MOA36620,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU584.g__Paraglomus
652,LT981707,OTU611,332,1,280,498,280,1,84,401,5.29e-112,92.5,gi,MOA36620,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU611.g__Paraglomus
653,LT981707,OTU672,311,23,311,498,1,290,93,401,4.93e-112,91.753,gi,MOA36620,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU672.g__Paraglomus
654,LT981778,OTU7,312,23,312,498,1,290,93,459,2.89e-129,95.172,gi,MOA36691,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU7.g__Paraglomus
655,LT981778,OTU46,311,23,311,498,1,290,93,407,1.06e-113,92.069,gi,MOA36691,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU46.g__Paraglomus
656,LT981778,OTU67,311,23,311,498,1,290,93,351,5.03e-97,88.621,gi,MOA36691,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU67.g__Paraglomus
657,LT981778,OTU89,312,23,312,498,1,290,93,370,1.39e-102,89.691,gi,MOA36691,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU89.g__Paraglomus
658,LT981778,OTU163,312,23,312,498,1,290,93,398,6.4e-111,91.379,gi,MOA36691,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU163.g__Paraglomus
659,LT981778,OTU206,312,23,312,498,1,290,93,431,6.31e-121,93.448,gi,MOA36691,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU206.g__Paraglomus
660,LT981778,OTU219,312,23,312,498,1,290,93,398,6.4e-111,91.379,gi,MOA36691,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU219.g__Paraglomus
661,LT981778,OTU223,312,23,312,498,1,290,93,342,3.04e-94,87.973,gi,MOA36691,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU223.g__Paraglomus
662,LT981778,OTU246,311,23,311,498,1,290,93,407,1.06e-113,92.069,gi,MOA36691,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU246.g__Paraglomus
663,LT981778,OTU302,312,23,312,498,1,290,93,409,2.96e-114,92.069,gi,MOA36691,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU302.g__Paraglomus
664,LT981778,OTU383,312,23,312,498,1,290,93,409,2.96e-114,92.096,gi,MOA36691,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU383.g__Paraglomus
665,LT981778,OTU390,311,23,311,498,1,290,93,363,2.33e-100,89.31,gi,MOA36691,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU390.g__Paraglomus
666,LT981778,OTU422,312,23,312,498,1,290,93,448,6.26e-126,94.483,gi,MOA36691,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU422.g__Paraglomus
667,LT981778,OTU463,312,23,312,498,1,290,93,409,2.96e-114,92.069,gi,MOA36691,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU463.g__Paraglomus
668,LT981778,OTU501,311,23,311,498,1,290,93,390,1.07e-108,91.034,gi,MOA36691,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU501.g__Paraglomus
669,LT981778,OTU512,312,23,312,498,1,290,93,392,2.98e-109,91.034,gi,MOA36691,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU512.g__Paraglomus
670,LT981778,OTU570,311,23,311,498,1,290,93,374,1.07e-103,90,gi,MOA36691,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU570.g__Paraglomus
671,LT981778,OTU631,312,23,312,498,1,290,93,370,1.39e-102,89.655,gi,MOA36691,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU631.g__Paraglomus
672,LT981778,OTU632,312,23,312,498,1,290,93,370,1.39e-102,89.691,gi,MOA36691,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU632.g__Paraglomus
673,LT981778,OTU689,312,23,312,498,1,290,93,409,2.96e-114,92.069,gi,MOA36691,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU689.g__Paraglomus
674,LT981778,OTU701,312,23,312,498,1,290,93,442,2.91e-124,94.138,gi,MOA36691,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU701.g__Paraglomus
675,LT981778,OTU713,311,23,311,498,1,290,93,390,1.07e-108,91.065,gi,MOA36691,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU713.g__Paraglomus
676,LT982077,OTU730,310,23,310,498,1,291,93,185,5.38e-47,78.788,gi,MOA36990,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00419,OTU730.g__Glomus
677,LT982169,OTU395,311,23,311,467,1,290,93,329,2.36e-90,87.241,gi,MOA37082,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU395.g__Paraglomus
678,LT982169,OTU518,311,23,311,467,1,290,93,329,2.36e-90,87.285,gi,MOA37082,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU518.g__Paraglomus
679,LT982555,OTU683,315,23,315,493,1,291,93,235,5.36e-62,81.544,gi,MOA37468,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00324,OTU683.g__Glomus
680,LT982562,OTU82,322,23,322,467,1,298,93,182,7.26e-46,78.387,gi,MOA37475,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00373,OTU82.g__Glomus
681,LT982562,OTU143,321,23,321,467,1,298,93,180,2.6e-45,78.317,gi,MOA37475,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00373,OTU143.g__Glomus
682,LT982562,OTU330,321,23,321,467,1,298,93,202,5.55e-52,79.677,gi,MOA37475,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00373,OTU330.g__Glomus
683,LT982750,OTU577,310,23,310,447,1,289,93,222,4.1e-58,81.017,gi,MOA37663,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00196,OTU577.g__Glomus
684,LT982880,OTU402,319,187,319,498,158,290,42,169,5.59e-42,89.552,gi,MOA37793,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00234,OTU402.g__Glomus
685,LT982983,OTU705,314,23,314,433,1,295,93,309,3.1e-84,86,gi,MOA37896,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Ambisporaceae,g__Ambispora,s__VTX00283,OTU705.g__Ambispora
686,LT983016,OTU627,312,23,312,483,1,290,93,392,2.98e-109,91.034,gi,MOA37929,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU627.g__Paraglomus
687,LT983088,OTU255,312,23,312,498,1,290,93,508,2.83e-144,98.276,gi,MOA38001,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00222,OTU255.g__Glomus
688,LT983088,OTU566,312,23,312,498,1,290,93,508,2.83e-144,98.276,gi,MOA38001,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00222,OTU566.g__Glomus
689,LT983088,OTU681,332,1,281,498,281,1,85,492,3.05e-139,98.221,gi,MOA38001,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00222,OTU681.g__Glomus
690,LT983112,OTU410,312,18,312,294,1,294,95,178,9.07e-45,78.218,gi,MOA38025,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00439,OTU410.g__Glomus
691,LT983157,OTU254,312,23,312,386,1,291,93,254,1.47e-67,82.77,gi,MOA38070,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00143,OTU254.g__Glomus
692,LT983306,OTU311,312,23,312,498,1,290,93,436,1.36e-122,93.793,gi,MOA38219,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU311.g__Paraglomus
693,LT983307,OTU387,312,23,312,498,1,290,93,387,1.38e-107,90.722,gi,MOA38220,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU387.g__Paraglomus
694,LT983359,OTU427,312,23,312,498,1,290,93,281,6.72e-76,84.3,gi,MOA38272,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00222,OTU427.g__Glomus
695,LT983496,OTU110,325,190,325,444,156,291,58,191,1.22e-48,91.971,gi,MOA38409,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00137,OTU110.g__Glomus
696,LT983496,OTU221,323,191,323,444,159,291,57,191,1.21e-48,92.537,gi,MOA38409,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00137,OTU221.g__Glomus
697,LT983510,OTU310,314,23,314,350,1,290,93,278,8.76e-75,84.068,gi,MOA38423,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00156,OTU310.g__Glomus
698,LT983599,OTU61,326,194,326,474,157,289,41,158,1.24e-38,88.235,gi,MOA38512,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00187,OTU61.g__Glomus
699,LT983599,OTU65,320,188,320,474,157,289,42,158,1.21e-38,88.235,gi,MOA38512,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00187,OTU65.g__Glomus
700,LT983599,OTU78,330,197,330,474,157,289,41,152,5.84e-37,87.591,gi,MOA38512,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00187,OTU78.g__Glomus
701,LT983599,OTU105,363,225,363,474,157,289,38,152,6.47e-37,87.05,gi,MOA38512,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00187,OTU105.g__Glomus
702,LT983599,OTU147,360,223,360,474,157,289,38,156,4.96e-38,87.681,gi,MOA38512,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00187,OTU147.g__Glomus
703,LT983599,OTU183,333,199,333,474,157,289,41,148,7.63e-36,86.957,gi,MOA38512,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00187,OTU183.g__Glomus
704,LT983599,OTU207,359,221,359,474,157,289,39,152,6.39e-37,87.05,gi,MOA38512,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00187,OTU207.g__Glomus
705,LT983599,OTU211,322,187,322,474,154,289,58,191,1.21e-48,91.971,gi,MOA38512,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00187,OTU211.g__Glomus
706,LT983599,OTU235,338,205,338,474,157,289,40,152,5.99e-37,87.591,gi,MOA38512,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00187,OTU235.g__Glomus
707,LT983599,OTU267,328,195,328,474,157,289,41,152,5.8e-37,87.591,gi,MOA38512,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00187,OTU267.g__Glomus
708,LT983599,OTU289,394,256,394,474,157,289,35,152,7.06e-37,87.05,gi,MOA38512,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00187,OTU289.g__Glomus
709,LT983599,OTU372,401,263,401,474,157,289,35,152,7.19e-37,87.05,gi,MOA38512,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00187,OTU372.g__Glomus
710,LT983599,OTU573,322,187,322,474,154,289,58,191,1.21e-48,91.971,gi,MOA38512,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00187,OTU573.g__Glomus
711,LT983599,OTU579,326,192,326,474,157,289,41,143,3.47e-34,86.131,gi,MOA38512,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00187,OTU579.g__Glomus
712,LT983599,OTU586,337,204,337,474,157,289,40,158,1.28e-38,88.321,gi,MOA38512,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00187,OTU586.g__Glomus
713,LT983599,OTU591,334,201,334,474,157,289,40,158,1.27e-38,88.321,gi,MOA38512,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00187,OTU591.g__Glomus
714,LT983599,OTU653,320,179,320,474,148,289,44,196,2.57e-50,91.608,gi,MOA38512,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00187,OTU653.g__Glomus
715,LT983599,OTU680,322,187,322,474,154,289,42,191,1.21e-48,91.971,gi,MOA38512,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00187,OTU680.g__Glomus
716,LT983599,OTU694,330,196,330,474,157,289,41,154,1.62e-37,87.681,gi,MOA38512,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00187,OTU694.g__Glomus
717,LT983599,OTU735,318,183,318,474,154,289,59,196,2.56e-50,92.701,gi,MOA38512,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00187,OTU735.g__Glomus
718,LT983602,OTU26,312,23,312,498,1,290,93,536,1.3e-152,100,gi,MOA38515,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00222,OTU26.g__Glomus
719,LT983698,OTU15,311,23,311,456,1,290,93,346,2.34e-95,88.276,gi,MOA38611,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU15.g__Paraglomus
720,LT983698,OTU321,312,23,312,456,1,290,93,520,1.31e-147,98.966,gi,MOA38611,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU321.g__Paraglomus
721,LT983698,OTU495,331,1,280,456,281,1,85,340,1.17e-93,88.612,gi,MOA38611,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU495.g__Paraglomus
722,LT983698,OTU658,312,23,312,456,1,290,93,403,1.37e-112,91.724,gi,MOA38611,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU658.g__Paraglomus
723,LT983703,OTU505,318,23,318,496,1,298,93,211,9.13e-55,80,gi,MOA38616,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00057,OTU505.g__Claroideoglomus
724,LT983707,OTU436,323,191,323,446,159,291,55,196,2.6e-50,93.284,gi,MOA38620,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00077,OTU436.g__Glomus
725,LT983707,OTU554,323,23,323,446,1,291,93,198,7.23e-51,79.412,gi,MOA38620,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00077,OTU554.g__Glomus
726,LT983708,OTU708,313,23,313,498,1,291,93,505,3.68e-143,97.938,gi,MOA38621,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00077,OTU708.g__Glomus
727,LT983878,OTU155,312,23,312,483,1,290,93,470,1.34e-132,95.862,gi,MOA38791,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00130,OTU155.g__Glomus
728,LT984003,OTU39,320,23,320,498,1,297,93,128,9.52e-30,75.405,gi,MOA38916,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00193,OTU39.g__Claroideoglomus
729,LT984008,OTU543,328,1,277,448,277,1,84,512,2.31e-145,100,gi,MOA38921,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00222,OTU543.g__Glomus
730,LT984126,OTU326,312,23,312,481,1,290,93,470,1.34e-132,95.862,gi,MOA39039,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU326.g__Paraglomus
731,LT984126,OTU398,312,23,312,481,1,290,93,497,6.13e-141,97.586,gi,MOA39039,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU398.g__Paraglomus
732,LT984126,OTU695,314,23,314,481,1,290,93,399,1.79e-111,91.438,gi,MOA39039,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU695.g__Paraglomus
733,LT984185,OTU228,313,23,313,488,1,291,93,538,3.63e-153,100,gi,MOA39098,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00214,OTU228.g__Glomus
734,LT984234,OTU20,312,23,312,464,1,290,93,375,3e-104,90.034,gi,MOA39147,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU20.g__Paraglomus
735,LT984234,OTU49,312,23,312,464,1,290,93,381,6.44e-106,90.378,gi,MOA39147,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU49.g__Paraglomus
736,LT984234,OTU69,311,23,311,464,1,290,93,346,2.34e-95,88.276,gi,MOA39147,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU69.g__Paraglomus
737,LT984234,OTU238,312,23,312,464,1,290,93,420,1.37e-117,92.808,gi,MOA39147,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU238.g__Paraglomus
738,LT984234,OTU262,311,23,311,464,1,290,93,346,2.34e-95,88.276,gi,MOA39147,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU262.g__Paraglomus
739,LT984234,OTU657,311,23,311,464,1,290,93,351,5.03e-97,88.621,gi,MOA39147,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU657.g__Paraglomus
740,LT984234,OTU662,311,23,311,464,1,290,93,385,4.96e-107,90.722,gi,MOA39147,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU662.g__Paraglomus
741,LT984234,OTU682,332,1,281,464,281,1,85,370,1.49e-102,90.426,gi,MOA39147,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU682.g__Paraglomus
742,LT984328,OTU677,328,1,277,498,277,1,84,440,1.11e-123,95.307,gi,MOA39241,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00444,OTU677.g__Paraglomus
743,U36591,OTU716,313,5,34,504,473,502,10,52.8,5.76e-07,96.667,gi,ESA02203,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00193,OTU716.g__Claroideoglomus
744,X86686,OTU702,352,203,352,500,147,294,43,165,8.04e-41,86.842,gi,ESA02115,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Geosiphonaceae,g__Geosiphon,s__VTX00241,OTU702.g__Geosiphon
745,Z14006,OTU128,312,11,312,509,2,300,97,128,9.27e-30,75.241,gi,ESA02209,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Diversisporales,f__Acaulosporaceae,g__Kuklospora,s__VTX00249,OTU128.g__Kuklospora
746,Z14006,OTU144,312,11,312,509,2,300,97,122,4.31e-28,74.92,gi,ESA02209,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Diversisporales,f__Acaulosporaceae,g__Kuklospora,s__VTX00249,OTU144.g__Kuklospora
747,Z14006,OTU203,315,11,315,509,2,300,97,121,1.57e-27,75,gi,ESA02209,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Diversisporales,f__Acaulosporaceae,g__Kuklospora,s__VTX00249,OTU203.g__Kuklospora
748,Z14006,OTU476,315,11,315,509,2,300,97,171,1.53e-42,77.346,gi,ESA02209,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Diversisporales,f__Acaulosporaceae,g__Kuklospora,s__VTX00249,OTU476.g__Kuklospora
