,V1,V2,V3,V4,V6,V7,V8,V9,V10,V11,V12,V5_2,V5_3,V5_4,V5_5,V5_6,V5_7,V5_1_1,V5_1_2,V5_1_3,V5_1_4,V5_1_5,OTU.ID
1822,OTU1892,274,1,214,526,313,526,78,374,4.92e-103,98.131,p__Ascomycota,c__Sordariomycetes,o__Coniochaetales,f__Coniochaetales_fam_Incertae_sedis,g__Coniochaetales_gen_Incertae_sedis,s__Coniochaetales_sp,Coniochaetales_sp,UDB0162817,SH0947671.09FU,reps,k__Fungi,OTU1892.p__Ascomycota.g__Coniochaetales_gen_Incertae_sedis
1823,OTU1893,361,1,300,1059,758,1059,83,446,1.38e-124,93.399,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Spizellomycetales_fam_Incertae_sedis,g__Spizellomycetales_gen_Incertae_sedis,s__Spizellomycetales_sp,Spizellomycetales_sp,UDB07390097,SH1005815.09FU,reps,k__Fungi,OTU1893.p__Chytridiomycota.g__Spizellomycetales_gen_Incertae_sedis
1824,OTU1894,332,1,247,601,335,580,74,189,2.35e-47,80.876,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pezizales_fam_Incertae_sedis,g__Pezizales_gen_Incertae_sedis,s__Pezizales_sp,Pezizales_sp,UDB04328620,SH1270601.09FU,reps,k__Fungi,OTU1894.p__Ascomycota.g__Pezizales_gen_Incertae_sedis
1825,OTU1895,282,1,82,482,276,356,29,139,2.02e-32,97.561,p__Ascomycota,c__Lecanoromycetes,o__Acarosporales,f__Acarosporaceae,g__Acarosporaceae_gen_Incertae_sedis,s__Acarosporaceae_sp,Acarosporaceae_sp,AJ972824,SH0954396.09FU,reps,k__Fungi,OTU1895.p__Ascomycota.g__Acarosporaceae_gen_Incertae_sedis
1826,OTU1896,343,1,277,529,247,523,81,351,2.93e-96,89.716,p__Basidiomycota,c__Cystobasidiomycetes,o__Erythrobasidiales,f__Erythrobasidiaceae,g__Erythrobasidium,s__Erythrobasidium_sp,Erythrobasidium_sp,KT328821,SH1310093.09FU,reps,k__Fungi,OTU1896.p__Basidiomycota.g__Erythrobasidium
1827,OTU1897,288,3,227,497,273,497,78,377,4.02e-104,96.889,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreales_fam_Incertae_sedis,g__Hypocreales_gen_Incertae_sedis,s__Hypocreales_sp,Hypocreales_sp,UDB081425,SH1146229.09FU,reps,k__Fungi,OTU1897.p__Ascomycota.g__Hypocreales_gen_Incertae_sedis
1828,OTU1898,310,1,250,453,206,453,81,444,4.21e-124,98.8,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizophagus,s__Rhizophagus_irregularis,Rhizophagus_irregularis,MN388908,SH0988887.09FU,reps,k__Fungi,OTU1898.p__Glomeromycota.g__Rhizophagus
1829,OTU1899,389,56,381,591,591,267,84,534,3.1e-151,96.33,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Linnemannia,s__Linnemannia_amoeboidea,Linnemannia_amoeboidea,HQ630346,SH2088875.09FU,refs,k__Fungi,OTU1899.p__Mortierellomycota.g__Linnemannia
1830,OTU1900,272,1,212,480,269,480,78,392,1.35e-108,100,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Glomerellaceae,g__Colletotrichum,s__Colletotrichum_reniforme,Colletotrichum_reniforme,MZ595847,SH2247803.09FU,refs,k__Fungi,OTU1900.p__Ascomycota.g__Colletotrichum
1831,OTU1901,356,1,295,560,262,560,83,521,2.2e-147,98.328,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp,Mortierella_sp,UDB04715164,SH1105737.09FU,reps,k__Fungi,OTU1901.p__Mortierellomycota.g__Mortierella
1832,OTU1902,338,301,336,758,510,545,11,67.6,1.17e-10,100,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Auriculariales_fam_Incertae_sedis,g__Auriculariales_gen_Incertae_sedis,s__Auriculariales_sp,Auriculariales_sp,JQ272342,SH0954825.09FU,reps,k__Fungi,OTU1902.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis
1833,OTU1903,342,295,340,1125,57,12,13,69.4,3.29e-11,93.478,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU1903.p__Ascomycota.g__Fusarium
1834,OTU1904,331,284,329,1125,57,12,14,69.4,3.18e-11,93.478,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU1904.p__Ascomycota.g__Fusarium
1835,OTU1905,305,1,245,443,199,443,80,442,1.49e-123,99.184,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__Glomus_sp,Glomus_sp,GQ388380,SH0892274.09FU,reps,k__Fungi,OTU1905.p__Glomeromycota.g__Glomus
1836,OTU1906,341,1,278,529,258,527,82,163,1.46e-39,78.621,p__Rozellomycota,c__Rozellomycetes,o__Rozellomycetes_ord_Incertae_sedis,f__Rozellomycetes_fam_Incertae_sedis,g__Rozellomycetes_gen_Incertae_sedis,s__Rozellomycetes_sp,Rozellomycetes_sp,UDB0221805,SH1321998.09FU,reps,k__Fungi,OTU1906.p__Rozellomycota.g__Rozellomycetes_gen_Incertae_sedis
1837,OTU1907,390,1,307,624,277,598,79,370,9.28e-102,88.344,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Microdochiaceae,g__Idriella,s__Idriella_sp,Idriella_sp,UDB03591025,SH1265381.09FU,reps,k__Fungi,OTU1907.p__Ascomycota.g__Idriella
1838,OTU1908,278,1,238,552,310,543,86,392,1.38e-108,96.639,p__Ascomycota,c__Sordariomycetes,o__Diaporthales,f__Valsaceae,g__Cytospora,s__Cytospora_globosa,Cytospora_globosa,MT177935,SH1885892.09FU,refs,k__Fungi,OTU1908.p__Ascomycota.g__Cytospora
1839,OTU1909,384,1,255,654,345,594,66,128,6.06e-29,77.239,p__Chytridiomycota,c__Chytridiomycota_cls_Incertae_sedis,o__Chytridiomycota_ord_Incertae_sedis,f__Chytridiomycota_fam_Incertae_sedis,g__Chytridiomycota_gen_Incertae_sedis,s__Chytridiomycota_sp,Chytridiomycota_sp,UDB02253788,SH1137826.09FU,reps,k__Fungi,OTU1909.p__Chytridiomycota.g__Chytridiomycota_gen_Incertae_sedis
1840,OTU1910,270,1,204,456,249,452,76,361,3.77e-99,98.529,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Bombardiaceae,g__Ramophialophora,s__Ramophialophora_sp,Ramophialophora_sp,UDB06297061,SH1000591.09FU,reps,k__Fungi,OTU1910.p__Ascomycota.g__Ramophialophora
1841,OTU1911,367,1,307,620,314,620,84,568,2.87e-161,100,p__Mucoromycota,c__Endogonomycetes,o__Endogonomycetes_ord_Incertae_sedis,f__Endogonomycetes_fam_Incertae_sedis,g__Endogonomycetes_gen_Incertae_sedis,s__Endogonomycetes_sp,Endogonomycetes_sp,UDB05312147,SH1252379.09FU,reps,k__Fungi,OTU1911.p__Mucoromycota.g__Endogonomycetes_gen_Incertae_sedis
1842,OTU1912,240,1,179,404,228,404,75,235,2.09e-61,90.608,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,f__Archaeorhizomycetaceae,g__Archaeorhizomyces,s__Archaeorhizomyces_sp,Archaeorhizomyces_sp,UDB01263720,SH1095697.09FU,reps,k__Fungi,OTU1912.p__Ascomycota.g__Archaeorhizomyces
1843,OTU1913,326,270,321,581,475,527,16,52.8,3.15e-06,84.906,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Dermateaceae,g__Pezicula,s__Pezicula_radicicola,Pezicula_radicicola,FJ179465,SH0975489.09FU,reps,k__Fungi,OTU1913.p__Ascomycota.g__Pezicula
1844,OTU1914,261,1,177,405,197,370,68,213,1.08e-54,88.701,p__Ascomycota,c__Dothideomycetes,o__Microthyriales,f__Microthyriales_fam_Incertae_sedis,g__Microthyriales_gen_Incertae_sedis,s__Microthyriales_sp,Microthyriales_sp,UDB04198550,SH1184762.09FU,reps,k__Fungi,OTU1914.p__Ascomycota.g__Microthyriales_gen_Incertae_sedis
1845,OTU1915,328,256,326,1125,82,12,22,71.3,8.75e-12,84.507,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU1915.p__Ascomycota.g__Fusarium
1846,OTU1917,316,249,314,1125,77,12,21,73.1,2.34e-12,86.364,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU1917.p__Ascomycota.g__Fusarium
1847,OTU1918,389,1,213,627,329,533,55,132,4.75e-30,78.704,p__Glomeromycota,c__Glomeromycota_cls_Incertae_sedis,o__Glomeromycota_ord_Incertae_sedis,f__Glomeromycota_fam_Incertae_sedis,g__Glomeromycota_gen_Incertae_sedis,s__Glomeromycota_sp,Glomeromycota_sp,UDB03141530,SH1133100.09FU,reps,k__Fungi,OTU1918.p__Glomeromycota.g__Glomeromycota_gen_Incertae_sedis
1848,OTU1919,303,1,207,566,318,526,68,313,1.21e-84,93.81,p__Ascomycota,c__Eurotiomycetes,o__Onygenales,f__Onygenales_fam_Incertae_sedis,g__Onygenales_gen_Incertae_sedis,s__Onygenales_sp,Onygenales_sp,UDB02527139,SH1120009.09FU,reps,k__Fungi,OTU1919.p__Ascomycota.g__Onygenales_gen_Incertae_sedis
1849,OTU1920,342,295,340,1125,57,12,13,69.4,3.29e-11,93.478,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU1920.p__Ascomycota.g__Fusarium
1850,OTU1921,275,1,215,497,283,497,78,398,2.93e-110,100,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Ophiocordycipitaceae,g__Hirsutella,s__Hirsutella_vermicola,Hirsutella_vermicola,DQ345589,SH0885310.09FU,refs,k__Fungi,OTU1921.p__Ascomycota.g__Hirsutella
1851,OTU1922,336,1,243,551,279,527,72,267,1.07e-70,86.508,p__Chytridiomycota,c__Chytridiomycetes,o__Chytridiomycetes_ord_Incertae_sedis,f__Chytridiomycetes_fam_Incertae_sedis,g__Chytridiomycetes_gen_Incertae_sedis,s__Chytridiomycetes_sp,Chytridiomycetes_sp,UDB0205585,SH1121346.09FU,reps,k__Fungi,OTU1922.p__Chytridiomycota.g__Chytridiomycetes_gen_Incertae_sedis
1852,OTU1923,334,298,332,758,511,545,10,65.8,4.15e-10,100,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Auriculariales_fam_Incertae_sedis,g__Auriculariales_gen_Incertae_sedis,s__Auriculariales_sp,Auriculariales_sp,JQ272342,SH0954825.09FU,reps,k__Fungi,OTU1923.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis
1853,OTU1924,267,1,201,463,258,458,75,355,1.73e-97,98.507,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Neodevriesiaceae,g__Neodevriesiaceae_gen_Incertae_sedis,s__Neodevriesiaceae_sp,Neodevriesiaceae_sp,UDB02025420,SH0960535.09FU,reps,k__Fungi,OTU1924.p__Ascomycota.g__Neodevriesiaceae_gen_Incertae_sedis
1854,OTU1925,378,1,270,931,644,916,71,418,3.16e-116,94.545,p__Chytridiomycota,c__Chytridiomycota_cls_Incertae_sedis,o__Chytridiomycota_ord_Incertae_sedis,f__Chytridiomycota_fam_Incertae_sedis,g__Chytridiomycota_gen_Incertae_sedis,s__Chytridiomycota_sp,Chytridiomycota_sp,UDB02306651,SH1012151.09FU,reps,k__Fungi,OTU1925.p__Chytridiomycota.g__Chytridiomycota_gen_Incertae_sedis
1855,OTU1927,299,49,291,523,523,281,81,444,4.05e-124,99.588,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Curvularia,s__Curvularia_fallax,Curvularia_fallax,MH855476,SH1933481.09FU,refs,k__Fungi,OTU1927.p__Ascomycota.g__Curvularia
1856,OTU1928,366,309,364,1125,67,12,15,76.8,2.12e-13,91.071,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU1928.p__Ascomycota.g__Fusarium
1857,OTU1929,344,297,342,1125,57,12,13,69.4,3.31e-11,93.478,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU1929.p__Ascomycota.g__Fusarium
1858,OTU1930,352,1,292,666,374,666,83,523,6.03e-148,98.976,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Spizellomycetales_fam_Incertae_sedis,g__Spizellomycetales_gen_Incertae_sedis,s__Spizellomycetales_sp,Spizellomycetales_sp,UDB07384236,SH1204991.09FU,reps,k__Fungi,OTU1930.p__Chytridiomycota.g__Spizellomycetales_gen_Incertae_sedis
1859,OTU1932,272,1,227,469,244,469,83,412,1.03e-114,99.559,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp,Fungi_sp,KM376908,SH1010485.09FU,reps,k__Fungi,OTU1932.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis
1860,OTU1933,263,1,150,446,241,392,57,219,2.33e-56,92.81,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Teratoramularia,s__Teratoramularia_infinita,Teratoramularia_infinita,KX287545,SH1085513.09FU,refs,k__Fungi,OTU1933.p__Ascomycota.g__Teratoramularia
1861,OTU1934,279,1,219,520,301,520,78,355,1.82e-97,95.909,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Strelitzianaceae,g__Strelitziana,s__Strelitziana_eucalypti,Strelitziana_eucalypti,KM246173,SH0931728.09FU,reps,k__Fungi,OTU1934.p__Ascomycota.g__Strelitziana
1862,OTU1935,262,1,201,451,251,451,77,361,3.65e-99,99.005,p__Ascomycota,c__Sordariomycetes,o__Chaetosphaeriales,f__Chaetosphaeriaceae,g__Chaetosphaeriaceae_gen_Incertae_sedis,s__Chaetosphaeriaceae_sp,Chaetosphaeriaceae_sp,UDB01761795,SH1021180.09FU,reps,k__Fungi,OTU1935.p__Ascomycota.g__Chaetosphaeriaceae_gen_Incertae_sedis
1863,OTU1936,386,58,378,580,580,257,83,568,3.03e-161,98.457,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp,Fungi_sp,UDB04597193,SH1302576.09FU,reps,k__Fungi,OTU1936.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis
1864,OTU1937,317,57,309,492,492,240,80,446,1.2e-124,98.419,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Sarocladiaceae,g__Parasarocladium,s__Parasarocladium_wereldwijsianum,Parasarocladium_wereldwijsianum,MW883440,SH3168582.09FU,refs,k__Fungi,OTU1937.p__Ascomycota.g__Parasarocladium
1865,OTU1938,303,1,219,475,244,462,72,361,4.25e-99,96.347,p__Ascomycota,c__Sordariomycetes,o__Microascales,f__Microascales_fam_Incertae_sedis,g__Microascales_gen_Incertae_sedis,s__Microascales_sp,Microascales_sp,KY379815,SH1189459.09FU,reps,k__Fungi,OTU1938.p__Ascomycota.g__Microascales_gen_Incertae_sedis
1866,OTU1939,358,311,356,1125,57,12,13,69.4,3.46e-11,93.478,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU1939.p__Ascomycota.g__Fusarium
1867,OTU1940,279,1,277,1151,286,11,99,433,8.17e-121,94.982,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__Penicillium_sp,Penicillium_sp,UDB0162238,SH1056194.09FU,reps,k__Fungi,OTU1940.p__Ascomycota.g__Penicillium
1868,OTU1941,267,1,206,497,291,497,77,370,6.19e-102,99.034,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lentitheciaceae,g__Towyspora,s__Towyspora_aestuari,Towyspora_aestuari,KU248851,SH0906703.09FU,refs,k__Fungi,OTU1941.p__Ascomycota.g__Towyspora
1869,OTU1942,274,1,224,521,300,521,82,342,1.39e-93,94.248,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp,Fungi_sp,MK593746,SH0945791.09FU,reps,k__Fungi,OTU1942.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis
1870,OTU1943,334,1,274,487,213,487,82,501,2.67e-141,99.636,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__Claroideoglomus_sp,Claroideoglomus_sp,GQ388714,SH0902966.09FU,reps,k__Fungi,OTU1943.p__Glomeromycota.g__Claroideoglomus
1871,OTU1944,424,366,422,1125,68,12,13,78.7,6.89e-14,91.228,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU1944.p__Ascomycota.g__Fusarium
1872,OTU1945,418,360,416,1125,68,12,14,73.1,3.16e-12,89.474,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU1945.p__Ascomycota.g__Fusarium
1873,OTU1946,285,1,217,532,313,528,76,183,9.3e-46,82.511,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Exophiala,s__Exophiala_eucalyptorum,Exophiala_eucalyptorum,KX147965,SH1129170.09FU,reps,k__Fungi,OTU1946.p__Ascomycota.g__Exophiala
1874,OTU1947,286,1,225,519,300,519,79,344,4.05e-94,94.714,p__Ascomycota,c__Eurotiomycetes,o__Onygenales,f__Onygenales_fam_Incertae_sedis,g__Onygenales_gen_Incertae_sedis,s__Onygenales_sp,Onygenales_sp,UDB02531986,SH0915345.09FU,reps,k__Fungi,OTU1947.p__Ascomycota.g__Onygenales_gen_Incertae_sedis
1875,OTU1948,324,1,263,542,295,542,81,316,1e-85,89.394,p__Ascomycota,c__Ascomycota_cls_Incertae_sedis,o__Ascomycota_ord_Incertae_sedis,f__Ascomycota_fam_Incertae_sedis,g__Ascomycota_gen_Incertae_sedis,s__Ascomycota_sp,Ascomycota_sp,UDB04142976,SH1070260.09FU,reps,k__Fungi,OTU1948.p__Ascomycota.g__Ascomycota_gen_Incertae_sedis
1876,OTU1949,287,1,227,483,258,483,79,396,1.11e-109,98.238,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Sarocladiaceae,g__Parasarocladium,s__Parasarocladium_sp,Parasarocladium_sp,MK069420,SH1076903.09FU,refs,k__Fungi,OTU1949.p__Ascomycota.g__Parasarocladium
1877,OTU1950,274,1,212,495,281,492,77,370,6.37e-102,98.113,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Dendryphiella,s__Dendryphiella_phitsanulokensis,Dendryphiella_phitsanulokensis,MG754400,SH0931809.09FU,refs,k__Fungi,OTU1950.p__Ascomycota.g__Dendryphiella
1878,OTU1951,272,1,212,464,253,464,78,392,1.35e-108,100,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Sporormiaceae_gen_Incertae_sedis,s__Sporormiaceae_sp,Sporormiaceae_sp,KX710258,SH0999545.09FU,reps,k__Fungi,OTU1951.p__Ascomycota.g__Sporormiaceae_gen_Incertae_sedis
1879,OTU1952,292,1,231,532,301,532,79,416,8.6e-116,99.138,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pezizaceae,g__Chromelosporium,s__Chromelosporium_macrospermum,Chromelosporium_macrospermum,UDB01994613,SH0922026.09FU,reps,k__Fungi,OTU1952.p__Ascomycota.g__Chromelosporium
1880,OTU1953,291,1,184,495,282,464,63,322,1.92e-87,98.37,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Chaetothyriales_fam_Incertae_sedis,g__Chaetothyriales_gen_Incertae_sedis,s__Chaetothyriales_sp,Chaetothyriales_sp,UDB01777026,SH0940622.09FU,reps,k__Fungi,OTU1953.p__Ascomycota.g__Chaetothyriales_gen_Incertae_sedis
1881,OTU1954,352,305,350,1125,57,12,13,69.4,3.4e-11,93.478,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU1954.p__Ascomycota.g__Fusarium
1882,OTU1955,404,1,343,706,369,706,85,446,1.56e-124,90.517,p__Kickxellomycota,c__Ramicandelaberomycetes,o__Ramicandelaberales,f__Ramicandelaberaceae,g__Ramicandelaber,s__Ramicandelaber_sp,Ramicandelaber_sp,UDB06291202,SH1124592.09FU,reps,k__Fungi,OTU1955.p__Kickxellomycota.g__Ramicandelaber
1883,OTU1956,291,57,283,447,447,222,78,340,5.3e-93,93.833,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Podosporaceae,g__Podospora,s__Podospora_dimorpha,Podospora_dimorpha,DQ166963,SH1446932.09FU,refs_singleton,k__Fungi,OTU1956.p__Ascomycota.g__Podospora
1884,OTU1957,273,1,212,512,301,512,78,392,1.35e-108,100,p__Ascomycota,c__Dothideomycetes,o__Tubeufiales,f__Tubeufiaceae,g__Helicoma,s__Helicoma_sp,Helicoma_sp,UDB03297929,SH1306079.09FU,reps,k__Fungi,OTU1957.p__Ascomycota.g__Helicoma
1885,OTU1958,327,1,266,614,349,614,81,481,3.4e-135,99.248,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,s__Coprinopsis_sp,Coprinopsis_sp,UDB04181622,SH1204291.09FU,reps,k__Fungi,OTU1958.p__Basidiomycota.g__Coprinopsis
1886,OTU1959,313,1,212,520,269,479,68,279,1.27e-74,90.61,p__Olpidiomycota,c__Olpidiomycota_cls_Incertae_sedis,o__Olpidiomycota_ord_Incertae_sedis,f__Olpidiomycota_fam_Incertae_sedis,g__Olpidiomycota_gen_Incertae_sedis,s__Olpidiomycota_sp,Olpidiomycota_sp,UDB02414973,SH0959308.09FU,reps,k__Fungi,OTU1959.p__Olpidiomycota.g__Olpidiomycota_gen_Incertae_sedis
1887,OTU1960,323,1,263,502,240,502,81,486,7.21e-137,100,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiales,f__Cystobasidiaceae,g__Occultifur,s__Occultifur_externus,Occultifur_externus,AF444567,SH0918836.09FU,refs,k__Fungi,OTU1960.p__Basidiomycota.g__Occultifur
1888,OTU1961,294,1,233,594,362,594,79,431,3.09e-120,100,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pezizaceae,g__Peziza,s__Peziza_sp,Peziza_sp,UDB04305684,SH1194411.09FU,reps,k__Fungi,OTU1961.p__Ascomycota.g__Peziza
1889,OTU1962,283,1,240,503,263,502,85,433,8.3e-121,99.17,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Aspergillus,s__Aspergillus_thesauricus,Aspergillus_thesauricus,HE615088,SH2499590.09FU,refs,k__Fungi,OTU1962.p__Ascomycota.g__Aspergillus
1890,OTU1963,276,1,216,494,279,494,78,394,3.81e-109,99.537,p__Ascomycota,c__Sordariomycetes,o__Diaporthales,f__Diaporthaceae,g__Diaporthe,s__Diaporthe_goulteri,Diaporthe_goulteri,KJ197290,SH1273728.09FU,refs,k__Fungi,OTU1963.p__Ascomycota.g__Diaporthe
1891,OTU1964,413,1,56,619,332,387,14,93.5,2.39e-18,96.429,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Spizellomycetaceae,g__Spizellomycetaceae_gen_Incertae_sedis,s__Spizellomycetaceae_sp,Spizellomycetaceae_sp,UDB07378598,SH1253315.09FU,reps,k__Fungi,OTU1964.p__Chytridiomycota.g__Spizellomycetaceae_gen_Incertae_sedis
1892,OTU1965,272,1,270,1151,286,11,99,438,1.71e-122,95.668,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__Penicillium_sp,Penicillium_sp,UDB0162238,SH1056194.09FU,reps,k__Fungi,OTU1965.p__Ascomycota.g__Penicillium
1893,OTU1966,343,296,341,1125,57,12,13,69.4,3.3e-11,93.478,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU1966.p__Ascomycota.g__Fusarium
1894,OTU1967,276,1,216,469,254,469,78,377,3.84e-104,98.148,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreales_fam_Incertae_sedis,g__Hypocreales_gen_Incertae_sedis,s__Hypocreales_sp,Hypocreales_sp,KP306955,SH1074244.09FU,reps,k__Fungi,OTU1967.p__Ascomycota.g__Hypocreales_gen_Incertae_sedis
1895,OTU1968,283,1,223,522,301,522,79,394,3.91e-109,98.655,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Strelitzianaceae,g__Strelitziana,s__Strelitziana_sarbhoyi,Strelitziana_sarbhoyi,MN547363,SH0931719.09FU,refs,k__Fungi,OTU1968.p__Ascomycota.g__Strelitziana
1896,OTU1969,338,291,336,1125,57,12,14,69.4,3.25e-11,93.478,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU1969.p__Ascomycota.g__Fusarium
1897,OTU1970,269,1,208,468,261,468,77,374,4.82e-103,99.038,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lentitheciaceae,g__Poaceascoma,s__Poaceascoma_sp,Poaceascoma_sp,UDB05088859,SH0972480.09FU,reps,k__Fungi,OTU1970.p__Ascomycota.g__Poaceascoma
1898,OTU1971,293,1,216,607,336,556,74,187,7.36e-47,82.969,p__Ascomycota,c__Lecanoromycetes,o__Ostropales,f__Gomphillaceae,g__Corticifraga,s__Corticifraga_sp,Corticifraga_sp,UDB04207151,SH1143238.09FU,reps,k__Fungi,OTU1971.p__Ascomycota.g__Corticifraga
