,V1,V2,V3,V4,V6,V7,V8,V9,V10,V11,V12,V5_2,V5_3,V5_4,V5_5,V5_6,V5_7,V5_1_1,V5_1_2,OTU.ID
1173,OTU1185,273,1,273,1498,505,777,100,460,3.17e-128,97.07,Planctomycetota,Planctomycetes,Planctomycetales,_,_,_,JQ769606.1.1498,Bacteria,OTU1185.Planctomycetota._
1174,OTU1186,273,1,273,1323,482,754,100,460,3.17e-128,97.07,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,_,_,AY250886.1.1323,Bacteria,OTU1186.Chloroflexi._
1175,OTU1187,273,1,273,1556,521,793,100,488,1.45e-136,98.901,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus|Xiphinematobacter,_,EU335421.1.1556,Bacteria,OTU1187.Verrucomicrobiota.Candidatus|Xiphinematobacter
1176,OTU1188,273,1,273,1377,498,770,100,455,1.47e-126,96.703,Planctomycetota,OM190,_,_,_,_,FJ208842.1.1377,Bacteria,OTU1188.Planctomycetota._
1177,OTU1189,273,1,273,1465,483,755,100,488,1.45e-136,98.901,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,_,_,JQ801044.1.1465,Bacteria,OTU1189.Proteobacteria._
1178,OTU1190,273,1,273,1383,450,722,100,477,3.15e-133,98.168,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tateyamaria,_,KY190866.1.1383,Bacteria,OTU1190.Proteobacteria.Tateyamaria
1179,OTU1191,273,1,273,1335,489,761,100,433,6.91e-120,95.255,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,_,_,KC431985.1.1335,Bacteria,OTU1191.Chloroflexi._
1180,OTU1192,273,1,273,1461,489,761,100,444,3.19e-123,95.971,Chloroflexi,OLB14,uncultured|Chloroflexi|bacterium,_,_,_,HQ857646.1.1461,Bacteria,OTU1192.Chloroflexi._
1181,OTU1193,273,1,273,1321,477,749,100,477,3.15e-133,98.168,Chloroflexi,KD4-96,_,_,_,_,JF124601.1.1321,Bacteria,OTU1193.Chloroflexi._
1182,OTU1194,273,1,273,1411,452,724,100,488,1.45e-136,98.901,Proteobacteria,Alphaproteobacteria,Rhizobiales,_,uncultured|forest|soil|bacterium,_,AY913339.1.1411,Bacteria,OTU1194.Proteobacteria.uncultured|forest|soil|bacterium
1183,OTU1195,273,1,273,1527,521,793,100,494,3.12e-138,99.267,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,_,_,HQ121097.1.1527,Bacteria,OTU1195.Planctomycetota._
1184,OTU1196,273,1,273,1487,469,741,100,488,1.45e-136,98.901,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus|Alysiosphaera,_,JX079422.1.1487,Bacteria,OTU1196.Proteobacteria.Candidatus|Alysiosphaera
1185,OTU1197,273,1,273,1322,448,720,100,494,3.12e-138,99.267,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus,Tumebacillus|ginsengisoli,KC921162.1.1322,Bacteria,OTU1197.Firmicutes.Tumebacillus
1186,OTU1198,273,1,273,1520,539,811,100,477,3.15e-133,98.168,NB1-j,_,_,_,_,_,KF712605.1.1520,Bacteria,OTU1198.NB1-j._
1187,OTU1199,273,1,273,1540,525,797,100,499,6.71e-140,99.634,Planctomycetota,Planctomycetes,Planctomycetales,_,_,_,JN869162.1.1540,Bacteria,OTU1199.Planctomycetota._
1188,OTU1200,273,2,273,1319,476,747,99,425,1.16e-117,94.853,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,_,_,HM318301.1.1319,Bacteria,OTU1200.Chloroflexi._
1189,OTU1201,273,1,273,1499,489,761,100,494,3.12e-138,99.267,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,_,JQ426954.1.1499,Bacteria,OTU1201.Proteobacteria.Luteimonas
1190,OTU1202,273,1,273,1379,499,771,100,460,3.17e-128,97.07,Myxococcota,Polyangia,Polyangiales,BIrii41,_,_,JN615941.1.1379,Bacteria,OTU1202.Myxococcota._
1191,OTU1203,273,1,273,1472,509,781,100,499,6.71e-140,99.634,Chloroflexi,Anaerolineae,SBR1031,_,_,_,HQ697812.1.1472,Bacteria,OTU1203.Chloroflexi._
1192,OTU1204,273,1,273,1472,513,785,100,494,3.12e-138,99.267,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,_,DQ129445.1.1472,Bacteria,OTU1204.Firmicutes.Bacillus
1193,OTU1205,273,1,273,1390,458,730,100,405,1.51e-111,93.431,Chloroflexi,TK10,_,_,_,_,HE602811.1.1390,Bacteria,OTU1205.Chloroflexi._
1194,OTU1206,274,1,274,1457,464,737,100,484,1.89e-135,98.54,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus|Solibacter,_,KX753064.1.1457,Bacteria,OTU1206.Acidobacteriota.Candidatus|Solibacter
1195,OTU1207,273,1,273,1452,497,769,100,455,1.47e-126,96.727,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101|soil|group,planctomycete|WY108,_,KC854973.1.1452,Bacteria,OTU1207.Planctomycetota.planctomycete|WY108
1196,OTU1208,273,1,273,1421,447,719,100,483,6.76e-135,98.535,Chloroflexi,Anaerolineae,SBR1031,A4b,uncultured|Caldilineales|bacterium,_,EU276546.1.1421,Bacteria,OTU1208.Chloroflexi.uncultured|Caldilineales|bacterium
1197,OTU1209,273,1,273,1473,494,766,100,438,1.48e-121,95.62,Chloroflexi,Chloroflexia,Kallotenuales,AKIW781,_,_,HQ120983.1.1473,Bacteria,OTU1209.Chloroflexi._
1198,OTU1210,274,2,274,1483,507,779,99,427,3.23e-118,94.872,Actinobacteriota,Acidimicrobiia,_,_,_,_,AB637349.1.1483,Bacteria,OTU1210.Actinobacteriota._
1199,OTU1211,273,1,273,1430,470,742,100,472,1.46e-131,97.802,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,_,uncultured|Rhodobacteraceae|bacterium,FJ543062.1.1430,Bacteria,OTU1211.Proteobacteria._
1200,OTU1212,273,1,273,1439,449,721,100,477,3.15e-133,98.168,Chloroflexi,Anaerolineae,Ardenticatenales,Ardenticatenaceae,_,_,JQ426207.1.1439,Bacteria,OTU1212.Chloroflexi._
1201,OTU1213,273,1,273,954,427,699,100,388,1.52e-106,92.308,Thermoplasmatota,Thermoplasmata,Marine|Group|II,uncultured|archaeon,_,_,AY396003.1.954,Archaea,OTU1213.Thermoplasmatota._
1202,OTU1214,273,1,273,1497,499,771,100,488,1.45e-136,98.901,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia|testacea|NBRC|100365,BAGJ01000040.209.1705,Bacteria,OTU1214.Actinobacteriota.Nocardia
1203,OTU1215,273,1,273,1307,324,596,100,460,3.17e-128,97.07,Myxococcota,bacteriap25,_,_,_,_,FJ479294.1.1307,Bacteria,OTU1215.Myxococcota._
1204,OTU1216,273,1,273,1321,452,724,100,466,6.81e-130,97.436,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,_,LN568215.1.1321,Bacteria,OTU1216.Proteobacteria.Pseudolabrys
1205,OTU1217,273,1,273,1362,484,756,100,455,1.47e-126,96.703,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,_,KM454360.1.1362,Bacteria,OTU1217.Planctomycetota.Blastopirellula
1206,OTU1218,273,1,273,1486,517,789,100,460,3.17e-128,97.07,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,_,_,EU786123.1.1486,Bacteria,OTU1218.Chloroflexi._
1207,OTU1219,274,1,274,1486,507,780,100,457,4.12e-127,96.715,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,uncultured|actinobacterium,EU753662.1.1486,Bacteria,OTU1219.Actinobacteriota.Iamia
1208,OTU1220,273,1,273,1313,457,729,100,444,3.19e-123,95.971,Cyanobacteria,Cyanobacteriia,Oxyphotobacteria|Incertae|Sedis,Unknown|Family,Leptolyngbya|EcFYyyy-00,_,JF174787.1.1313,Bacteria,OTU1220.Cyanobacteria.Leptolyngbya|EcFYyyy-00
1209,OTU1221,273,1,273,1372,513,785,100,505,1.44e-141,100,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,_,JF210672.1.1372,Bacteria,OTU1221.Firmicutes.Bacillus
1210,OTU1222,273,1,273,1343,469,741,100,494,3.12e-138,99.267,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,_,_,FJ674974.1.1343,Bacteria,OTU1222.Proteobacteria._
1211,OTU1223,273,1,273,1461,492,764,100,427,3.21e-118,94.872,Chloroflexi,Anaerolineae,Ardenticatenales,Ardenticatenaceae,_,_,HQ120627.1.1461,Bacteria,OTU1223.Chloroflexi._
1212,OTU1224,273,1,273,1504,515,787,100,366,7.1e-100,90.842,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,_,_,JX133452.1.1504,Bacteria,OTU1224.Planctomycetota._
1213,OTU1225,275,1,275,1372,510,784,100,492,1.13e-137,98.909,Gemmatimonadota,Longimicrobia,Longimicrobiales,Longimicrobiaceae,YC-ZSS-LKJ147,_,HM335954.1.1372,Bacteria,OTU1225.Gemmatimonadota.YC-ZSS-LKJ147
1214,OTU1226,273,1,273,1305,452,724,100,455,1.47e-126,96.703,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Tistlia,uncultured|Alphaproteobacteria|bacterium,AM935829.1.1305,Bacteria,OTU1226.Proteobacteria.Tistlia
1215,OTU1227,273,1,273,1446,470,742,100,466,6.81e-130,97.436,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,uncultured|Roseomonas|sp,KJ127986.1.1446,Bacteria,OTU1227.Proteobacteria.Roseomonas
1216,OTU1228,274,1,274,1372,497,771,100,490,4.06e-137,98.909,Gemmatimonadota,Longimicrobia,Longimicrobiales,Longimicrobiaceae,_,_,LN563777.1.1372,Bacteria,OTU1228.Gemmatimonadota._
1217,OTU1229,273,1,273,1453,489,761,100,494,3.12e-138,99.267,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,_,KY190407.1.1453,Bacteria,OTU1229.Proteobacteria.Arenimonas
1218,OTU1230,273,1,273,1414,525,797,100,411,3.24e-113,93.818,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,_,_,EU135255.1.1414,Bacteria,OTU1230.Planctomycetota._
1219,OTU1231,273,1,273,1312,454,726,100,466,6.81e-130,97.455,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,_,JF124862.1.1312,Bacteria,OTU1231.Proteobacteria.Roseomonas
1220,OTU1232,272,1,272,1523,530,801,100,486,5.21e-136,98.897,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Ammoniibacillus,Ammoniibacillus|agariperforans,AB745450.1.1523,Bacteria,OTU1232.Firmicutes.Ammoniibacillus
1221,OTU1233,273,2,273,1400,457,728,99,303,5.65e-81,86.765,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,_,_,DQ906857.1.1400,Bacteria,OTU1233.Chloroflexi._
1222,OTU1234,273,1,273,1523,541,813,100,427,3.21e-118,94.872,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,_,KX823820.1.1523,Bacteria,OTU1234.Desulfobacterota.Syntrophobacter
1223,OTU1235,273,1,273,1243,409,681,100,483,6.76e-135,98.535,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,_,JF167711.1.1243,Bacteria,OTU1235.Proteobacteria.Amaricoccus
1224,OTU1236,273,1,273,1447,477,749,100,427,3.21e-118,94.891,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,Candidatus|Chloroploca,_,KF037581.1.1447,Bacteria,OTU1236.Chloroflexi.Candidatus|Chloroploca
1225,OTU1237,273,1,273,1530,544,817,100,499,6.71e-140,99.635,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Alterococcus,_,JQ716335.1.1530,Bacteria,OTU1237.Verrucomicrobiota.Alterococcus
1226,OTU1238,273,1,273,1504,524,796,100,499,6.71e-140,99.634,Planctomycetota,Planctomycetes,Planctomycetales,Gimesiaceae,_,_,HF558633.1.1504,Bacteria,OTU1238.Planctomycetota._
1227,OTU1239,273,1,273,1515,520,792,100,488,1.45e-136,98.901,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Hassallia,uncultured|soil|bacterium,JN417572.1.1515,Bacteria,OTU1239.Bacteroidota.Hassallia
1228,OTU1240,273,1,273,1433,481,753,100,433,6.91e-120,95.238,Chloroflexi,Anaerolineae,SBR1031,A4b,uncultured|organism,_,JN438678.1.1433,Bacteria,OTU1240.Chloroflexi.uncultured|organism
1229,OTU1241,273,1,273,1510,540,812,100,488,1.45e-136,98.901,Chloroflexi,Anaerolineae,Ardenticatenales,_,uncultured|Chloroflexi|bacterium,_,HQ397021.1.1510,Bacteria,OTU1241.Chloroflexi.uncultured|Chloroflexi|bacterium
1230,OTU1242,273,1,273,1531,533,805,100,477,3.15e-133,98.168,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4|lineage,_,EU491106.1.1531,Bacteria,OTU1242.Planctomycetota.Pir4|lineage
1231,OTU1243,273,1,273,1504,502,774,100,488,1.45e-136,98.901,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,_,metagenome,FPLS01060080.9.1512,Bacteria,OTU1243.Planctomycetota._
1232,OTU1244,273,1,273,1375,517,789,100,460,3.17e-128,97.07,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup|10,uncultured|Acidobacteria|bacterium,AM936563.1.1375,Bacteria,OTU1244.Acidobacteriota.Subgroup|10
1233,OTU1245,273,1,273,1439,450,722,100,488,1.45e-136,98.901,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,_,AM697063.1.1439,Bacteria,OTU1245.Proteobacteria.Sphingomonas
1234,OTU1246,273,1,273,1472,509,781,100,494,3.12e-138,99.267,Chloroflexi,Anaerolineae,SBR1031,_,_,_,HQ697755.1.1472,Bacteria,OTU1246.Chloroflexi._
1235,OTU1247,273,1,273,1436,477,749,100,449,6.86e-125,96.337,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Skermanella,_,KX239108.1.1436,Bacteria,OTU1247.Proteobacteria.Skermanella
1236,OTU1248,273,1,273,1457,496,768,100,483,6.76e-135,98.535,Acidobacteriota,Holophagae,Subgroup|7,uncultured|Acidobacteria|bacterium,_,_,JN409217.1.1457,Bacteria,OTU1248.Acidobacteriota._
1237,OTU1249,273,1,273,1373,494,766,100,427,3.21e-118,94.872,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,_,_,JF178889.1.1373,Bacteria,OTU1249.Planctomycetota._
1238,OTU1250,273,1,273,1482,492,764,100,422,1.5e-116,94.505,Proteobacteria,Alphaproteobacteria,Defluviicoccales,_,uncultured|deep-sea|bacterium,_,AM997954.1.1482,Bacteria,OTU1250.Proteobacteria.uncultured|deep-sea|bacterium
1239,OTU1251,273,1,273,1523,538,810,100,411,3.24e-113,93.773,Planctomycetota,OM190,_,_,_,_,JF514277.1.1523,Bacteria,OTU1251.Planctomycetota._
1240,OTU1252,273,1,273,1452,470,742,100,494,3.12e-138,99.267,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,_,_,JQ801232.1.1452,Bacteria,OTU1252.Proteobacteria._
1241,OTU1253,273,1,273,1452,475,747,100,472,1.46e-131,97.802,Chloroflexi,Anaerolineae,SBR1031,A4b,_,_,DQ017911.1.1452,Bacteria,OTU1253.Chloroflexi._
1242,OTU1254,273,1,273,1348,347,619,100,460,3.17e-128,97.07,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,_,_,HQ119174.1.1348,Bacteria,OTU1254.Planctomycetota._
1243,OTU1255,273,1,273,1519,536,808,100,494,3.12e-138,99.267,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,_,uncultured|delta|proteobacterium,KC011100.1.1519,Bacteria,OTU1255.Myxococcota._
1244,OTU1256,273,1,273,1498,516,788,100,483,6.76e-135,98.535,Acidobacteriota,Holophagae,Subgroup|7,_,_,_,JQ769882.1.1498,Bacteria,OTU1256.Acidobacteriota._
1245,OTU1257,273,1,273,1396,466,738,100,411,3.24e-113,93.773,Chloroflexi,Anaerolineae,Ardenticatenales,_,uncultured|organism,_,JN513063.1.1396,Bacteria,OTU1257.Chloroflexi.uncultured|organism
1246,OTU1258,273,1,273,1315,454,726,100,505,1.44e-141,100,Myxococcota,bacteriap25,_,_,_,_,JN672093.1.1315,Bacteria,OTU1258.Myxococcota._
1247,OTU1259,273,1,273,1469,503,775,100,416,6.96e-115,94.161,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,_,_,HQ697833.1.1469,Bacteria,OTU1259.Chloroflexi._
1248,OTU1260,273,2,273,1325,470,741,99,420,5.38e-116,94.485,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101|soil|group,_,_,EU135269.1.1325,Bacteria,OTU1260.Planctomycetota._
1249,OTU1261,273,1,273,1468,504,776,100,438,1.48e-121,95.604,Actinobacteriota,MB-A2-108,uncultured|actinobacterium,_,_,_,JN409077.1.1468,Bacteria,OTU1261.Actinobacteriota._
1250,OTU1262,273,1,273,1445,512,784,100,494,3.12e-138,99.267,Chloroflexi,Anaerolineae,Ardenticatenales,_,uncultured|Chloroflexi|bacterium,_,FJ535096.1.1445,Bacteria,OTU1262.Chloroflexi.uncultured|Chloroflexi|bacterium
1251,OTU1263,273,1,273,1319,477,749,100,472,1.46e-131,97.802,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,_,_,GQ001578.1.1319,Bacteria,OTU1263.Chloroflexi._
1252,OTU1264,273,1,273,1448,482,754,100,472,1.46e-131,97.802,Chloroflexi,TK10,uncultured|Chloroflexi|bacterium,_,_,_,KJ191935.1.1448,Bacteria,OTU1264.Chloroflexi._
1253,OTU1265,273,1,273,1364,496,768,100,472,1.46e-131,97.802,Armatimonadota,_,_,_,_,_,EU135013.1.1364,Bacteria,OTU1265.Armatimonadota._
1254,OTU1266,273,1,273,1483,491,763,100,405,1.51e-111,93.407,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Urania-1B-19|marine|sediment|group,uncultured|planctomycete,KR086481.1.1483,Bacteria,OTU1266.Planctomycetota.Urania-1B-19|marine|sediment|group
1255,OTU1267,273,1,273,1525,540,812,100,488,1.45e-136,98.901,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Planifilum,Planifilum|yunnanense,DQ119659.1.1525,Bacteria,OTU1267.Firmicutes.Planifilum
1256,OTU1268,273,1,273,1387,454,726,100,460,3.17e-128,97.07,Cyanobacteria,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,_,uncultured|organism,JN534995.1.1387,Bacteria,OTU1268.Cyanobacteria._
1257,OTU1269,273,1,273,1484,479,751,100,488,1.45e-136,98.901,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,Chloronema,Scytonema|tolypothrichoides|VB-61278,JXCA01000035.6001.7484,Bacteria,OTU1269.Chloroflexi.Chloronema
1258,OTU1270,273,1,273,1530,512,784,100,488,1.45e-136,98.901,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Ornithinimicrobium,Ornithinimicrobium|sp.|AMA3305,CP031229.379778.381307,Bacteria,OTU1270.Actinobacteriota.Ornithinimicrobium
1259,OTU1271,273,1,273,1421,478,750,100,449,6.86e-125,96.337,Chloroflexi,Dehalococcoidia,SAR202|clade,_,_,_,KX172577.1.1421,Bacteria,OTU1271.Chloroflexi._
1260,OTU1272,273,1,273,1487,529,801,100,494,3.12e-138,99.267,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,Ornithinibacillus|heyuanensis,KF317693.1.1487,Bacteria,OTU1272.Firmicutes.Oceanobacillus
1261,OTU1273,273,1,273,1426,481,754,100,388,1.52e-106,92.336,Chloroflexi,Anaerolineae,Ardenticatenales,_,_,_,KX173127.1.1426,Bacteria,OTU1273.Chloroflexi._
1262,OTU1274,273,1,273,1475,491,763,100,444,3.19e-123,95.971,Chloroflexi,Anaerolineae,SBR1031,A4b,metagenome,_,FPLS01003901.14.1488,Bacteria,OTU1274.Chloroflexi.metagenome
1263,OTU1275,273,1,273,1484,501,773,100,499,6.71e-140,99.634,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,_,_,KJ782981.1.1484,Bacteria,OTU1275.Planctomycetota._
1264,OTU1276,273,1,273,1383,521,793,100,449,6.86e-125,96.337,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,_,_,EU135176.1.1383,Bacteria,OTU1276.Planctomycetota._
1265,OTU1277,273,1,273,1402,451,723,100,394,3.26e-108,92.674,Thermoplasmatota,Thermoplasmata,Marine|Group|II,uncultured|archaeon,_,_,KX771236.1.1402,Archaea,OTU1277.Thermoplasmatota._
1266,OTU1278,273,1,273,1324,520,792,100,411,3.24e-113,93.773,Planctomycetota,OM190,_,_,_,_,AY592637.1.1324,Bacteria,OTU1278.Planctomycetota._
1267,OTU1279,273,1,273,1386,505,777,100,460,3.17e-128,97.07,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,_,_,HQ120771.1.1386,Bacteria,OTU1279.Chloroflexi._
1268,OTU1280,274,1,274,1329,470,743,100,479,8.78e-134,98.175,Proteobacteria,Alphaproteobacteria,_,uncultured|Rhodospirillaceae|bacterium,_,_,AM935515.1.1329,Bacteria,OTU1280.Proteobacteria._
1269,OTU1281,273,1,273,1448,477,750,100,444,3.19e-123,95.985,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,_,_,EU915265.1.1448,Bacteria,OTU1281.Chloroflexi._
1270,OTU1282,273,1,273,1523,546,818,100,494,3.12e-138,99.267,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Terribacillus|sp.|mixed|culture|X10-56,KR029386.1.1523,Bacteria,OTU1282.Firmicutes.Bacillus
1271,OTU1283,273,1,273,1534,538,810,100,494,3.12e-138,99.267,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Aetherobacter,_,JX521039.1.1534,Bacteria,OTU1283.Myxococcota.Aetherobacter
1272,OTU1284,273,1,273,1401,513,785,100,388,1.52e-106,92.308,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,_,uncultured|planctomycete,EF018919.1.1401,Bacteria,OTU1284.Planctomycetota._
1273,OTU1285,273,1,273,1539,527,799,100,477,3.15e-133,98.168,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfopila,_,KC631474.1.1539,Bacteria,OTU1285.Desulfobacterota.Desulfopila
1274,OTU1286,273,1,273,1476,489,761,100,477,3.15e-133,98.168,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,Dokdonella|fugitiva,AJ969432.27.1502,Bacteria,OTU1286.Proteobacteria.Dokdonella
1275,OTU1287,273,1,273,1529,531,803,100,444,3.19e-123,95.971,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup|10,_,HE818642.1.1529,Bacteria,OTU1287.Acidobacteriota.Subgroup|10
1276,OTU1288,273,1,273,1317,471,745,100,446,8.87e-124,96,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,_,_,KR779671.1.1317,Bacteria,OTU1288.Chloroflexi._
1277,OTU1289,273,1,273,1360,498,770,100,460,3.17e-128,97.07,Chloroflexi,JG30-KF-CM66,_,_,_,_,HQ640601.1.1360,Bacteria,OTU1289.Chloroflexi._
1278,OTU1290,273,2,273,1322,481,752,99,281,2.65e-74,85.455,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,_,_,JF175516.1.1322,Bacteria,OTU1290.Chloroflexi._
1279,OTU1291,273,1,273,1427,479,751,100,399,7.01e-110,93.04,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,uncultured|anaerobic|ammonium-oxidizing|bacterium,_,LC192382.1.1427,Bacteria,OTU1291.Chloroflexi.uncultured|anaerobic|ammonium-oxidizing|bacterium
1280,OTU1292,273,1,273,1463,469,741,100,499,6.71e-140,99.634,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,Hyphomicrobium|sp.|CS1BSMeth3,FPEI01000006.2581282.2582744,Bacteria,OTU1292.Proteobacteria.Pedomicrobium
1281,OTU1293,273,1,273,1400,436,708,100,438,1.48e-121,95.604,Firmicutes,Symbiobacteriia,Symbiobacteriales,Symbiobacteraceae,_,_,KF939469.1.1400,Bacteria,OTU1293.Firmicutes._
1282,OTU1294,273,1,273,1458,482,754,100,499,6.71e-140,99.634,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,_,FJ478935.1.1458,Bacteria,OTU1294.Planctomycetota.Gemmata
1283,OTU1295,273,1,273,1442,552,824,100,483,6.76e-135,98.535,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,_,_,EU135161.1.1442,Bacteria,OTU1295.Planctomycetota._
1284,OTU1296,273,1,273,1291,440,712,100,405,1.51e-111,93.407,Chloroflexi,Anaerolineae,SBR1031,A4b,_,_,JX298442.1.1291,Bacteria,OTU1296.Chloroflexi._
1285,OTU1297,273,1,273,1329,485,757,100,488,1.45e-136,98.901,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,_,_,GQ065582.1.1329,Bacteria,OTU1297.Chloroflexi._
1286,OTU1298,273,1,273,1477,510,782,100,438,1.48e-121,95.604,Chloroflexi,Anaerolineae,SBR1031,_,_,_,DQ404819.1.1477,Bacteria,OTU1298.Chloroflexi._
1287,OTU1299,273,1,273,1485,504,777,100,449,6.86e-125,96.364,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,_,_,JX133298.1.1485,Bacteria,OTU1299.Planctomycetota._
1288,OTU1300,273,1,273,1399,510,782,100,455,1.47e-126,96.727,Planctomycetota,Planctomycetes,Planctomycetales,_,_,_,HQ120675.1.1399,Bacteria,OTU1300.Planctomycetota._
1289,OTU1301,273,1,273,1492,524,796,100,455,1.47e-126,96.703,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Imperialibacter,_,JQ800973.1.1492,Bacteria,OTU1301.Bacteroidota.Imperialibacter
1290,OTU1302,273,1,273,1366,502,774,100,477,3.15e-133,98.168,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,_,EU134477.1.1366,Bacteria,OTU1302.Myxococcota.Haliangium
1291,OTU1303,273,1,273,1486,505,777,100,494,3.12e-138,99.267,Firmicutes,Limnochordia,Hydrogenispora,_,_,_,EF558967.1.1486,Bacteria,OTU1303.Firmicutes._
1292,OTU1304,273,1,273,1423,502,774,100,427,3.21e-118,94.872,Planctomycetota,OM190,uncultured|organism,_,_,_,JN467391.1.1423,Bacteria,OTU1304.Planctomycetota._
1293,OTU1305,274,1,274,919,471,744,100,490,4.06e-137,98.905,Halobacterota,Halobacteria,Halobacterales,Halomicrobiaceae,_,uncultured|archaeon,KT216149.1.919,Archaea,OTU1305.Halobacterota._
